Asset groups report
"October 1, 2016 - September 16, 2026"
Asset group status,Asset Group,Campaign,Headlines,Long Headlines,Descriptions,Marketing Images,Square Marketing Images,Portrait Marketing Images,Ad Strength,Status,Audience signal,Search themes,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
ENABLED,Em Construção | Jun/23,pmaxcomprasa360rjmg_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, O seu novo lar no Viva Real, Ficou fácil achar o seu imóvel, Casas e aptos no Viva Real, Casa e Apê no Viva Real, Apto em construção - Viva Real","Encontre seu lar em construção e compre sua casa nova por um preço que cabe no bolso., Procurando o lar dos sonhos? Pesquisa no Viva Real. Imóveis em todos os estados do Brasil.","Os melhores imóveis para todos os tipo de sonhos., Imóveis em construção. Só os mais novinhos, com aquele cheirinho de sonho realizado., Apartamentos e Casas à venda. Aplique os filtros e encontre o lar que você sempre sonhou., Encontre a casa que você sempre sonhou à venda no Viva Real, chegou a hora de realizar., No Viva Real você encontra, imóveis com 3 quartos, 2 banheiros, vaga de garagem e mais.","https://tpc.googlesyndication.com/simgad/4201099087423291362, https://tpc.googlesyndication.com/simgad/16253265297082126592, https://tpc.googlesyndication.com/simgad/1937991838680279080, https://tpc.googlesyndication.com/simgad/16949169015106826801, https://tpc.googlesyndication.com/simgad/6963243269925178981","https://tpc.googlesyndication.com/simgad/11335228876054793649, https://tpc.googlesyndication.com/simgad/2125410695109412823, https://tpc.googlesyndication.com/simgad/1065739603073898564, https://tpc.googlesyndication.com/simgad/3351752349882014906, https://tpc.googlesyndication.com/simgad/1013880392811991620","https://tpc.googlesyndication.com/simgad/6444970367714981330, https://tpc.googlesyndication.com/simgad/10489875571897140208",Average,Not eligible,Viva Real | Compra,"Apartamento em construção, Lançamento imobiliário, Imóveis em construção para venda, Compra de imóvel em lançamento, Casa em construção à venda, Imóvel em construção com entrega programada, Imóvel novo em construção, Compra de imóvel em fase de obra, Investimento em imóvel em construção, Apartamento novo em construção, Imóveis em construção para primeira compra, Oportunidade de comprar imóvel em construção, Investir em imóvel em construção, Comprar imóvel com previsão de entrega",BRL,27.98,"231,543","52,409",22.63%,0.12,6479.56,19.26%,"10,095.10",0.64
PAUSED,Festival da Mudança | Nov24,pmax24br_gg_pc_bg_ld_ao_wb_re_vr_pf,"Milhões de Imóveis, Viva Real, Encontre o imóvel ideal, Aluguel e Venda de Imóveis, Casa nova é no Viva Real, Os melhores imóveis, Acesse agora, Festival da Mudança Viva Real, Alugue ou compre agora mesmo, O Viva Real tem a casa nova, Casas, apartamentos e kitnets, Festival da Mudança, A varanda que faz diferença, Imóveis pra família toda, Casa nova pra você e seu pet","Do aluguel à compra, no Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal., Compre ou alugue seu imóvel no Festival da Mudança do Viva Real.","No Viva Real tem milhares de opções de imóveis pra você., Alugue no Viva Real a casa para você e o seu pet com aquela varanda que você sempre quis., Imóveis pra morar com a família. No Festival da Mudança você encontra as melhores opções, Aqui no Festival da Mudança você aluga sua casa ou apê com aquela churrasqueira especial., Varanda, pertinho da sua família e espaço para o home office? Vem pro Festival da Mudança.","https://tpc.googlesyndication.com/simgad/803507355446551411, https://tpc.googlesyndication.com/simgad/13038659134704046535, https://tpc.googlesyndication.com/simgad/9448321033565345605, https://tpc.googlesyndication.com/simgad/1243893287993414961, https://tpc.googlesyndication.com/simgad/11397163089385084681, https://tpc.googlesyndication.com/simgad/1175784815700220569, https://tpc.googlesyndication.com/simgad/7483542391924641660, https://tpc.googlesyndication.com/simgad/8424377790165538937, https://tpc.googlesyndication.com/simgad/14095547127025957281, https://tpc.googlesyndication.com/simgad/16069837984136764035, https://tpc.googlesyndication.com/simgad/16310196878286965213","https://tpc.googlesyndication.com/simgad/5429608693270200085, https://tpc.googlesyndication.com/simgad/2113731777750759546, https://tpc.googlesyndication.com/simgad/6458177592491425256, https://tpc.googlesyndication.com/simgad/8420965108955662777, https://tpc.googlesyndication.com/simgad/12845667398394916770, https://tpc.googlesyndication.com/simgad/3608234657768239352, https://tpc.googlesyndication.com/simgad/6875478032033498865, https://tpc.googlesyndication.com/simgad/17848497886428504833",https://tpc.googlesyndication.com/simgad/5781282873984154823,Average,Paused,Audience signal, --,BRL,0,0,0, --,0,0.00,0.00%,0.00,0.00
ENABLED,Calculadora,pmaxcomprasa360rjmg_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, O seu novo lar está aqui., Imóveis que cabem no seu bolso, Calcule seu financiamento, Imóveis à venda, Casas e aptos no Viva Real, Apto na Planta - Viva Real, Comprar Imóveis, Em busca da casa própria?, Encontre o imóvel ideal, Ficou fácil achar o seu imóvel","Calculadora pra descobrir o valor que vai financia? Faça simulação no Viva Real., Encontre o lar dos seus sonhos, simule o financiamento e veja quanto vai pagar por mês.","Imóveis à venda, com um valor que você pode pagar., O lar que você sonha está aqui. Imóveis com 2, 3 quartos, vaga de garagem e varanda., Calcule o seu orçamento e encontre o imóvel dos seus sonhos com facilidade. Confira., A casa própria é uma realidade. Seu novo lar está aqui, com opções que cabem no seu bolso., Financie seu apto. Busque seu imóvel ideal no Zap.","https://tpc.googlesyndication.com/simgad/11820976233975626674, https://tpc.googlesyndication.com/simgad/998368409203335843, https://tpc.googlesyndication.com/simgad/2200287692505305543, https://tpc.googlesyndication.com/simgad/11096089070483452513, https://tpc.googlesyndication.com/simgad/17794473526630631018, https://tpc.googlesyndication.com/simgad/1346470709948479750, https://tpc.googlesyndication.com/simgad/16602915261494846501, https://tpc.googlesyndication.com/simgad/16665125078314298222","https://tpc.googlesyndication.com/simgad/5778050754852788363, https://tpc.googlesyndication.com/simgad/17019873136654754889, https://tpc.googlesyndication.com/simgad/2151899129286534688, https://tpc.googlesyndication.com/simgad/9139933849441525948, https://tpc.googlesyndication.com/simgad/1044067087619718414, https://tpc.googlesyndication.com/simgad/6919030492629000273, https://tpc.googlesyndication.com/simgad/15981472103054138794, https://tpc.googlesyndication.com/simgad/18420140369925686843, https://tpc.googlesyndication.com/simgad/15744494545453999604","https://tpc.googlesyndication.com/simgad/8922337375549905483, https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/3134248711195783727",Average,Not eligible,Viva Real | Compra,"Financiamento imobiliário facilitado, Simulador de financiamento de imóvel, Calculadora de financiamento imobiliário, Simule seu financiamento de imóvel, Simulação de parcelas de financiamento, Simulador de parcelas de imóvel, Financiamento de imóvel simulação online, Calculadora de financiamento para casa, Simulação de financiamento de apartamento, Simulador de financiamento com taxa de juros, Calculadora para calcular financiamento de casa própria",BRL,24.64,"169,480","32,275",19.04%,0.13,4175.36,20.49%,"6,614.30",0.63
ENABLED,Generico,pmaxssbr_gg_pm_bg_tf_tp_wb_re_vr_pf,"Milhões de Imóveis, Encontre o imóvel ideal, Aluguel e Venda de Imóveis, Casa nova é no Viva Real, Viva Real, Imóveis Em São Paulo, Alugue sua Casa no Viva Real, O imóvel ideal | Viva Real, Casas e aptos no Viva Real, Compre sua Casa no Viva Real, Imóveis que aceitam pets","Do aluguel à compra, no Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem imóveis de todos os tamanhos pra você., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Imóveis pra morar com a família ou com o pet. Veja as melhores opções no Viva Real., Procurando um cantinho novo pra morar? Encontre o que imóvel que precisa no Viva Real., O Viva Real tem a casa nova que você sempre sonhou. Alugue ou compre agora mesmo.","https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/675451120362785519, https://tpc.googlesyndication.com/simgad/17712829707400158260, https://tpc.googlesyndication.com/simgad/13291961413645601995, https://tpc.googlesyndication.com/simgad/16862940354752449847, https://tpc.googlesyndication.com/simgad/17397282489954422950, https://tpc.googlesyndication.com/simgad/2134301337395305174, https://tpc.googlesyndication.com/simgad/16879512954020542069","https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/11792851128694317620, https://tpc.googlesyndication.com/simgad/17317693421261984494, https://tpc.googlesyndication.com/simgad/11758316744067166863","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/3134248711195783727, https://tpc.googlesyndication.com/simgad/7820147788355204165, https://tpc.googlesyndication.com/simgad/15883999967015657192, https://tpc.googlesyndication.com/simgad/11514404792294841883",Good,Not eligible,Viva Real | Geral,"apartamento na planta, apartamento a venda, casa em condominio, ap na planta, apartamentos mobiliados, apartamento para comprar, casa a venda, apartamento para alugar, casas para alugar, imoveis a venda caixa, Alugar apartamento, imoveis para alugar, Comprar Casa, casa para vender, Comprar Apartamento, comprar apto, apartamento mobiliado para alugar, casas para alugar perto de mim, aluguel apartamento, Alugar Casa, casas para arrendar, Alugar Kitnet, Comprar Studio, Alugar Flat",BRL,15.46,"54,038,831","14,078,158",26.05%,0.06,835386.75,668.02%,"94,045,472.16",0.01
ENABLED,Filtros,pmaxbr_gg_pm_bg_ld_ao_wb_re_vr_pf,"Viva Real tem seu próximo lar, Imóveis que aceitam pets, Compre e alugue sua casa ideal, Casas e aptos no Viva Real, Viva Real, Temos com os melhores filtros, Comprar Imóveis, Imóveis que Aceitam Pet, Imóveis com mobília, Aluguel e Venda de Imóveis, O imóvel ideal | Viva Real","Imóveis que aceitam pets? No Viva Real você encontra opções pra todos os bolsos e gostos., Seu próximo lar já está pronto para receber seu pet. As melhores opções estão aqui.","Aluguel ou Venda. Encontre as melhores opções no Viva Real., Escolha seu imóvel agora. Descubra opções na sua região, para compra ou aluguel., Quer um cantinho novo pra morar com o seu pet? Faça sua busca agora no Viva Real., Veja imóveis no seu bairro. Opções que cabem na sua realidade? Descubra no Viva Real., O lugar que você quer morar está aqui. Casas e apartamentos que cabem nos seus sonhos.","https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/675451120362785519, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/17712829707400158260, https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/11820976233975626674, https://tpc.googlesyndication.com/simgad/16602915261494846501, https://tpc.googlesyndication.com/simgad/11096089070483452513, https://tpc.googlesyndication.com/simgad/17794473526630631018, https://tpc.googlesyndication.com/simgad/13527216406034986132","https://tpc.googlesyndication.com/simgad/15744494545453999604, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/13407681926052040732, https://tpc.googlesyndication.com/simgad/1044067087619718414, https://tpc.googlesyndication.com/simgad/4510866660173328848","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/13972655329227114027",Good,Not eligible,Viva Real | Geral, --,BRL,53.35,"3,131,927","805,506",25.72%,0.21,167090.21,25.11%,"202,229.02",0.83
PAUSED,Festival da Mudança | Ago/23,pmaxbr_gg_pm_bg_ld_ao_wb_re_vr_pf,"Festival da Mudança Viva Real, Encontre o imóvel ideal, Aluguel e Venda de Imóveis, Casa nova é no Viva Real, Viva Real, Casas e aptos no Viva Real, O imóvel ideal | Viva Real, Compre sua Casa no Viva Real","Do aluguel à compra, no Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Festival da Mudança. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem imóveis de todos os tamanhos pra você., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Imóveis pra morar com a família ou com o pet. Veja as melhores opções no Viva Real., Procurando um cantinho novo pra morar? Encontre o que imóvel que precisa no Viva Real., O Viva Real tem a casa nova que você sempre sonhou. Alugue ou compre agora mesmo.","https://tpc.googlesyndication.com/simgad/17962979862308948717, https://tpc.googlesyndication.com/simgad/4950556567830508971, https://tpc.googlesyndication.com/simgad/4658704185999122050, https://tpc.googlesyndication.com/simgad/15210113308671024038, https://tpc.googlesyndication.com/simgad/15260957858198859213, https://tpc.googlesyndication.com/simgad/2724405659162772569, https://tpc.googlesyndication.com/simgad/6883687583884082392","https://tpc.googlesyndication.com/simgad/347031106278839413, https://tpc.googlesyndication.com/simgad/13369410709310205437, https://tpc.googlesyndication.com/simgad/4025118805888573572, https://tpc.googlesyndication.com/simgad/6617888768477041269, https://tpc.googlesyndication.com/simgad/16047138525300000701, https://tpc.googlesyndication.com/simgad/7605289904552822377","https://tpc.googlesyndication.com/simgad/2877648887929582402, https://tpc.googlesyndication.com/simgad/14403024643371976724, https://tpc.googlesyndication.com/simgad/2939480718138832309",Average,Paused,Viva Real | Geral, --,BRL,0,0,0, --,0,0.00,0.00%,0.00,0.00
ENABLED,Mobiliado | Jun/23,pmaxaluguelsa360br2_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Encontre seu lar dos sonhos, Casa decorada é no Viva Real, Mobiliado, pra entrar e morar, Aptos para alugar mobiliado, Seu cantinho dos sonhos, Casas e aptos no Viva Real, Alugue sua casa ideal, Seu lar pronto para morar, Pronto para morar, Seu espaço pronto para você","Apartamento decorado, pronto pra alugar e morar. Encontre o seu imóvel agora mesmo., Casas e aptos mobiliados disponíveis para aluguel. Imóveis em todo o país.","Pra agilizar a vida na casa nova, tudo mobiliado. Confira., Encontre imóveis para aluguel na sua região. Use o filtro e personalize do seu jeito., Filtre por aluguel, preço máximo e mobiliados. Encontre já o seu novo lar. Confira agora., Imóveis para alugar já decorados. Perfeito para quem busca um cantinho novo., Aluguel de 2 quartos, mobiliado e vaga na garagem. Encontre seu lar dos sonhos.","https://tpc.googlesyndication.com/simgad/1024145633221370658, https://tpc.googlesyndication.com/simgad/17558708511060713842, https://tpc.googlesyndication.com/simgad/5358769708683541299, https://tpc.googlesyndication.com/simgad/7275577367893510312, https://tpc.googlesyndication.com/simgad/17435521161081017532","https://tpc.googlesyndication.com/simgad/3450301016921946366, https://tpc.googlesyndication.com/simgad/13805288227587480873, https://tpc.googlesyndication.com/simgad/11802526788487354590, https://tpc.googlesyndication.com/simgad/16457016917387347847, https://tpc.googlesyndication.com/simgad/9548104475756231205","https://tpc.googlesyndication.com/simgad/16281433289275899764, https://tpc.googlesyndication.com/simgad/16879039858309721218",Good,Not eligible,Viva Real | Aluguel,"Apartamento mobiliado, Imóvel pronto para morar, Aluguel mobiliado, Aluguel com móveis, Casa mobiliada para locação, Locação mobiliada, Apartamento com móveis inclusos, Imóvel completo mobiliado, Aluguel sem necessidade de mobília, Imóvel mobiliado para alugar, Locação com móveis",BRL,57.17,"570,188","150,043",26.31%,0.22,32599.28,34.39%,"51,605.71",0.63
ENABLED,Filtros,pmaxaluguelsa360sp_gg_pc_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Imóveis que aceitam pets, Alugue sua casa ideal, Casas e aptos no Viva Real, Casa nova é no Viva Real, Casas, Apartamentos e Kitnets, Aluguel de casas e aptos, Encontre seu lar com piscina","Imóveis que aceitam pets? No Viva Real você encontra opções pra todos os bolsos e gostos., Seu próximo lar já está pronto para receber seu pet. As melhores opções estão aqui.","Aluguel, encontre as melhores opções no Viva Real., Aluguel pra todos os bolsos. Confira ofertas na sua cidade., Quer alugar um apê? Descubra os melhores imóveis no Festival da Mudança do Viva Real., Imóvel para alugar na sua cidade. Opções de 1, 2 ou 3 quartos. Mobiliados e muito mais., O lugar que você quer morar está aqui. Casas e apartamentos que cabem nos seus sonhos.","https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/675451120362785519","https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/15744494545453999604","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/3134248711195783727",Good,Not eligible,Viva Real | Aluguel | SP,"apartamento 2 quartos, apartamento mobiliado para alugar, casa com piscina para alugar, kitnet mobiliado, flat mobiliado, Studio mobiliado para alugar, apto mobiliado, apartamento mobiliado para aluguel",BRL,55.42,"818,491","220,504",26.94%,0.21,45360.36,29.62%,"65,320.84",0.69
ENABLED,Na Planta | Jun/23,pmaxcomprasa360rjmg_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, Encontre o lar dos sonhos, Imóveis na planta, Em busca da casa própria?, Casas e aptos dos sonhos, Apto na Planta - Viva Real","Procurando o apê dos sonhos na planta? Encontre agora. Acesse o site ou Baixe o App, Diga adeus ao aluguel e encontre o imóvel que você sempre sonhou na planta.","No Viva Real, temos o imóvel que combina com seus sonhos., Casas, aptos, kitnets e outros imóveis na localização ideal pra você. Acesse o Viva Real., Casa própria? Temos. Lançamentos de imóveis que cabem no seu bolso., Para todos os tipos de sonhos, temos um imóvel na planta que cabe no seu bolso., Imóveis ainda na planta no seu bairro preferido. Faça sua busca, pesquise no Viva Real.","https://tpc.googlesyndication.com/simgad/1897285788156345558, https://tpc.googlesyndication.com/simgad/12746624380512667980, https://tpc.googlesyndication.com/simgad/3206976175861898736, https://tpc.googlesyndication.com/simgad/11419282559294702705, https://tpc.googlesyndication.com/simgad/4430325325475973815","https://tpc.googlesyndication.com/simgad/5995448752927922274, https://tpc.googlesyndication.com/simgad/12128438461744799815, https://tpc.googlesyndication.com/simgad/8037685120806785688, https://tpc.googlesyndication.com/simgad/3194301462966355353, https://tpc.googlesyndication.com/simgad/18184305845921101392","https://tpc.googlesyndication.com/simgad/13263440933677926235, https://tpc.googlesyndication.com/simgad/4073867752163112256",Average,Not eligible,Viva Real | Compra,"Lançamento imobiliário, Investir em imóvel na planta, Comprar imóvel na planta, Apartamento na planta à venda, Comprar imóvel novo na planta, Imóvel na planta com financiamento, Comprar casa na planta, Lançamento de apartamentos na planta, Oportunidade de comprar imóvel na planta",BRL,25.33,"662,381","127,747",19.29%,0.13,16780.25,20.08%,"25,656.66",0.65
ENABLED,Filtros | Jun/23,pmaxaluguelsa360scpr_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Imóveis que aceitam pets, Alugue sua casa ideal, Casas e aptos no Viva Real, Casa nova é no Viva Real, Casas, Apartamentos e Kitnets, Aluguel de casas e aptos, Encontre seu lar com piscina","Imóveis que aceitam pets? No Viva Real você encontra opções pra todos os bolsos e gostos., Seu próximo lar já está pronto para receber seu pet. As melhores opções estão aqui.","Aluguel, encontre as melhores opções no Viva Real., Aluguel pra todos os bolsos. Confira ofertas na sua cidade., Quer alugar um apê? Descubra os melhores imóveis no Festival da Mudança do Viva Real., Imóvel para alugar na sua cidade. Opções de 1, 2 ou 3 quartos. Mobiliados e muito mais., O lugar que você quer morar está aqui. Casas e apartamentos que cabem nos seus sonhos.","https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/675451120362785519","https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/15744494545453999604","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/3134248711195783727",Good,Not eligible,Viva Real | Aluguel | SC/PR,"apartamento 2 quartos, apartamento mobiliado para alugar, casa com piscina para alugar, kitnet mobiliado, flat mobiliado, Studio mobiliado para alugar, apto mobiliado, apartamento mobiliado para aluguel",BRL,50.05,"541,368","121,765",22.49%,0.22,27094.74,31.19%,"37,983.40",0.71
ENABLED,Filtros | Jun/23,pmaxcomprasa360g3_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Milhares de Imóveis, Casas e aptos no Viva Real, Compre aqui o seu novo lar, Casas e Apartamentos à venda, O imóvel ideal | Viva Real, Viva o sonho de um novo lar., Oferta de imóveis à venda, Casa e Apê no Viva Real","Imóveis que aceitam pets? No Viva Real você encontra opções pra todos os bolsos e gostos., Imóveis com varanda, mobiliados e com piscina. Tudo o que você precisa está no Viva Real","No Viva Real tem o imóvei certo pra você. Encontre já o seu., Escolha seu imóvel agora. Descubra opções na sua região, para compra ou aluguel., Procurando um novo lar? Casas e apartamentos à venda na sua cidade. Confira no Viva Real., Veja imóveis no seu bairro. Opções que cabem na sua realidade? Descubra no Viva Real., Aptos com varanda e casas com piscina. Acesse o Viva Real.","https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/17712829707400158260, https://tpc.googlesyndication.com/simgad/15695938722441196484, https://tpc.googlesyndication.com/simgad/1346470709948479750","https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/15744494545453999604, https://tpc.googlesyndication.com/simgad/15460411255947107014, https://tpc.googlesyndication.com/simgad/6919030492629000273","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/15883999967015657192, https://tpc.googlesyndication.com/simgad/3134248711195783727, https://tpc.googlesyndication.com/simgad/7820147788355204165",Good,Not eligible,Viva Real | Compra,"apartamento 2 quartos, kitnet mobiliado, apartamento mobiliado para comprar, flat mobiliado, casa com piscina para comprar, Studio mobiliado para comprar, apto mobiliado",BRL,38.36,"38,212","8,419",22.03%,0.17,1465.96,12.88%,"1,084.16",1.35
PAUSED,Festival | Genérico Ago/23,pmaxaluguelsa360br_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Aluguel de imóveis, Festival da Mudança Viva Real, Alugue seu novo lar, Casas, Apartamentos e Kitnets, Aluguel é no Viva Real, Seleção de Imóveis, Aluguel de casas e aptos","Pra quem busca um novo lar, com tantas imobiliárias fica mais fácil encontrar., Aproveite o Festival da Mudança. Seleção de Imóveis exclusiva com milhares de ofertas., Imóveis selecionados, opções do jeitinho que você busca. Realize o sonho da casa nova., Buscando imóvel pra alugar? Encontre o que busca no Festival da Mudança do Viva Real.","Confira os imóveis para aluguel no Festival da Mudança, No Festival da Mudança do Viva Real tem imóveis pra todos os bolsos. Faça sua busca., Pesquisando aluguel de imóveis? Buscou, achou. No Viva Real tem a casa dos seus sonhos., Imóvel para alugar na sua cidade. Opções de 1, 2 ou 3 quartos. Mobiliados e muito mais., Festival da Mudança no ar. Opções para todos os gostos. Encontre hoje o seu novo apto.","https://tpc.googlesyndication.com/simgad/4950556567830508971, https://tpc.googlesyndication.com/simgad/4658704185999122050, https://tpc.googlesyndication.com/simgad/17962979862308948717, https://tpc.googlesyndication.com/simgad/15210113308671024038","https://tpc.googlesyndication.com/simgad/13369410709310205437, https://tpc.googlesyndication.com/simgad/347031106278839413, https://tpc.googlesyndication.com/simgad/4025118805888573572","https://tpc.googlesyndication.com/simgad/2877648887929582402, https://tpc.googlesyndication.com/simgad/14403024643371976724",Good,Paused,Viva Real | Aluguel, --,BRL,30.13,"1,086,875","304,789",28.04%,0.11,32744.49,11.71%,"35,693.84",0.92
PAUSED,Festival da Mudança | Compra - Fev/24,pmaxbr_gg_pm_bg_ld_ao_wb_re_vr_pf,"O imóvel ideal | Viva Real, Compre sua Casa no Viva Real, Imóveis à venda, Confira imóveis à venda, Casas e Apartamentos à venda, Viva Real, Imóveis com os melhores preços, Sua Casa Própria É Realidade, Compre seu apto ou casa nova","Casas e aptos à venda. Festival da Mudança, a seleção exclusiva dos melhores imóveis., Imóveis com varanda e até com piscina. Tudo o que você precisa está no Viva Real","No Viva Real tem o imóvei certo pra você. Encontre já o seu., Milhares de imóveis, várias faixas de preço. Opções com vaga de garagem e churrasqueira., Procurando um novo lar? Casas e apartamentos à venda na sua cidade. Confira no Viva Real., Filtre por preço e encontre o que você pode pagar. Veja as opções do Festival da Mudança., Acesse o Viva Real. Imóveis à venda com os melhores preços e torne realidade o seu sonho.","https://tpc.googlesyndication.com/simgad/13150784439526999978, https://tpc.googlesyndication.com/simgad/9835193673851486260, https://tpc.googlesyndication.com/simgad/16050798672311718555, https://tpc.googlesyndication.com/simgad/14089853283072771235, https://tpc.googlesyndication.com/simgad/8504316862080249795","https://tpc.googlesyndication.com/simgad/5407966612323691488, https://tpc.googlesyndication.com/simgad/11406687593433523341, https://tpc.googlesyndication.com/simgad/6094326805926000808, https://tpc.googlesyndication.com/simgad/8679500707609181815, https://tpc.googlesyndication.com/simgad/3891160391039660740", --,Poor,Paused,Viva Real | Compra, --,BRL,50.57,"274,373","54,231",19.77%,0.26,13875.03,24.49%,"13,281.20",1.04
ENABLED,Filtros,pmaxbr_gg_pm_bg_ld_ao_wb_re_vr_pf - old,"Viva Real tem seu próximo lar, Imóveis que aceitam pets, Compre e alugue sua casa ideal, Casas e aptos no Viva Real, Viva Real, O imóvel ideal | Viva Real, Imóveis com mobília, Aluguel e Venda de Imóveis, Casas, Apartamentos e Kitnets, Confira imóveis à venda, Compre seu apto ou casa nova","Imóveis que aceitam pets? No Viva Real você encontra opções pra todos os bolsos e gostos., Seu próximo lar já está pronto para receber seu pet. As melhores opções estão aqui.","Aluguel ou Venda. Encontre as melhores opções no Viva Real., Escolha seu imóvel agora. Descubra opções na sua região, para compra ou aluguel., Quer um cantinho novo pra morar com o seu pet? Faça sua busca agora no Viva Real., Veja imóveis no seu bairro. Opções que cabem na sua realidade? Descubra no Viva Real., O lugar que você quer morar está aqui. Casas e apartamentos que cabem nos seus sonhos.","https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/675451120362785519, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/17712829707400158260, https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/16428909100576394093, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/14407412377117727068","https://tpc.googlesyndication.com/simgad/15744494545453999604, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/13407681926052040732, https://tpc.googlesyndication.com/simgad/10925276148190891359, https://tpc.googlesyndication.com/simgad/12955411490581505340","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/11514404792294841883",Good,Not eligible,Viva Real | Geral, --,BRL,28.96,"37,653,476","8,337,324",22.14%,0.13,1090452.62,10.89%,"907,600.58",1.20
